Topic,Word,POS,IPA,Pinyin,Meaning,Example,Translation,ImageURL
Máy tính,Insert,v,/ɪnˈsɜːt/,chā rù,"Cho vào, chèn",Insert the image into the document.,Chèn hình ảnh vào tài liệu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344089/Insert_jreu4o.png
Máy tính,Merge,v,/mɜːdʒ/,hé bìng,Sát nhập,You can merge two folders together.,Bạn có thể gộp hai thư mục lại với nhau.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344094/Merge_fttgex.png
Máy tính,Helpline,n,/ˈhelp.laɪn/,bāng zhù rè xiàn,Đường dây trợ giúp,Call the helpline if you need support.,Gọi đường dây hỗ trợ nếu bạn cần giúp đỡ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344088/Helpline_mkyphx.png
Máy tính,Hard disk,n. phr,/ˈhɑːd ˌdɪsk/,yìng pán,Ổ cứng,The hard disk stores all my data.,Ổ cứng lưu trữ toàn bộ dữ liệu của tôi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344087/Hard-disk_szte7c.png
Máy tính,Software,n,/ˈsɒft.weər/,ruǎn jiàn,Phần mềm,I install new software on my computer.,Tôi cài đặt phần mềm mới trên máy tính.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344114/Software_wvbhre.png
Máy tính,CD-ROM,n,/ˌsiː.diːˈrɒm/,guāng pán,Đĩa CD dữ liệu,Put the CD-ROM in the drive.,Đưa đĩa CD-ROM vào ổ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344076/CD-ROM_cfbam9.png
Máy tính,Toolbar,n,/ˈtuːl.bɑːr/,gōng jù lán,Thanh công cụ,The toolbar is at the top of the screen.,Thanh công cụ nằm ở đầu màn hình.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344118/Toolbar_xacc9n.png
Máy tính,Database,n,/ˈdeɪ.tə.beɪs/,shù jù kù,Cơ sở dữ liệu,The company keeps data in a database.,Công ty lưu dữ liệu trong cơ sở dữ liệu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344080/Database_bgld9d.png
Máy tính,Hacker,n,/ˈhæk.ər/,hēi kè,Tin tặc,The hacker stole personal information.,Tin tặc đã đánh cắp thông tin cá nhân.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344086/Hacker_qgmdgl.png
Máy tính,Save,v,/seɪv æz/,bǎo cún,Lưu,Don’t forget to save your work.,Đừng quên lưu công việc của bạn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344106/Save_kszs4m.png
Máy tính,Select,v,/sɪˈlekt/,xuǎn zé,Chọn,Select the text you want to copy.,Chọn đoạn văn bản bạn muốn sao chép.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344112/Select_kwyppn.png
Máy tính,Copy,v,/ˈkɒp.i/,fù zhì,Sao chép,I copy the file to a new folder.,Tôi sao chép tệp vào thư mục mới.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344079/Copy_naiefj.png
Máy tính,Computer,n,/kəmˈpjuː.tər/,diàn nǎo,Máy vi tính,The computer is very fast.,Máy tính rất nhanh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344078/Computer_vlfsy1.png
Máy tính,Laptop,n,/ˈlæp.tɒp/,bǐ jì běn diàn nǎo,Máy tính xách tay,I use my laptop at the café.,Tôi dùng laptop ở quán cà phê.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344092/Laptop_zq4zve.png
Máy tính,Speaker,n,/ˈspiː.kər/,yáng shēng qì,Loa,The speaker plays music loudly.,Loa phát nhạc to.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344116/Speaker_a5rxkd.png
Máy tính,File,n,/faɪl/,wén jiàn,"Tệp, tập tin",I can’t find the file.,Tôi không tìm thấy tệp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344083/File_asndpy.png
Máy tính,Disk drive,n. phr,/ˈdɪsk ˌdraɪv/,pán qū,Ổ đĩa,The disk drive is not working.,Ổ đĩa không hoạt động.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344082/Disk-drive_dgv3of.png
Máy tính,Battery,n,/ˈbæt.ər.i/,diàn chí,Pin,The battery runs out quickly.,Pin hết rất nhanh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344075/Battery_wrxdl8.png
Máy tính,Click,n,/klɪk/,diǎn jī,Nhấp chuột,Click the button to continue.,Nhấn nút để tiếp tục.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344077/Click_oegxhf.png
Máy tính,Type,n,/taɪp/,dǎ zì,"Đánh chữ, gõ chữ",He types fast on the keyboard.,Anh ấy gõ nhanh trên bàn phím.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344120/Type_jts61p.png
Máy tính,Mouse,n,/maʊs/,shǔ biāo,Con chuột,My mouse doesn’t move.,Chuột của tôi không di chuyển.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344096/Mouse_hiuir0.png
Máy tính,Keyboard,n,/ˈkiː.bɔːd/,jiàn pán,Bàn phím,Clean your keyboard regularly.,Hãy lau bàn phím thường xuyên.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344091/Keyboard_oq9ia2.png
Máy tính,Mouse mat,n. phr,/ˈmaʊs ˌmæt/,shǔ biāo diàn,Miếng lót chuột,The mouse mat is made of rubber.,Tấm lót chuột được làm bằng cao su.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344098/Mouse-mat_dvtdfc.png
Máy tính,Key,n,/kiː/,jiàn,Phím,Press the key to enter.,Nhấn phím để vào.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344090/Key_wvecdh.png
Máy tính,Shut down,phrasal v,/ʃʌt daʊn/,guān jī,Tắt máy,Don’t forget to shut down the computer.,Đừng quên tắt máy tính.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344113/Shut-down_l8dik6.png
Máy tính,Folder,n,/ˈfəʊl.dər/,wén jiàn jiā,Thư mục,I create a new folder for pictures.,Tôi tạo thư mục mới cho hình ảnh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344085/Folder_zubbhg.png
Máy tính,Print,v,/prɪnt/,dǎ yìn,In,Let’s print the document now.,Hãy in tài liệu ngay bây giờ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344102/Print_nkucnd.png
Máy tính,Program,n,/ˈprəʊ.ɡræm/,chéng xù,Chương trình,This program helps you learn English.,Chương trình này giúp bạn học tiếng Anh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344105/Program_h8y6qg.png
Máy tính,Search,v,/sɜːtʃ/,sōu suǒ,Tìm kiếm (thông tin),I search for images online.,Tôi tìm kiếm hình ảnh trên mạng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344110/Search_dak9gt.png
Máy tính,Screen,n,/skriːn/,píng mù,Màn hình,The screen is too bright.,Màn hình quá sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344109/Screen_jkcwnq.png
Công việc nhà,Dusting,n,/ˈdʌs.tɪŋ/,cā chén,Việc quét bụi,I do the dusting every morning.,Tôi lau bụi mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344166/Dusting_n83kcr.png
Công việc nhà,Cooking,n,/ˈkʊk.ɪŋ/,zuò fàn,Việc nấu ăn,She loves cooking for her family.,Cô ấy thích nấu ăn cho gia đình.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344163/Cooking_sb2xbc.png
Công việc nhà,Ironing,n,/ˈaɪə.nɪŋ/,yùn yī fú,Việc ủi đồ,He is ironing his shirt.,Anh ấy đang ủi áo sơ mi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344168/Ironing_bkv2wa.png
Công việc nhà,Sweep,v,/swiːp/,sǎo dì,Quét dọn,I sweep the floor after lunch.,Tôi quét nhà sau bữa trưa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344175/Sweep_yojgtl.png
Công việc nhà,Wipe,v,/waɪp/,cā,"Chùi, lau sạch",Please wipe the table clean.,Làm ơn lau sạch bàn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344183/Wipe_jqf3nn.png
Công việc nhà,Throw out,phrasal v,/θrəʊ aʊt/,rēng diào,"Vứt, bỏ đi",Throw out the trash before it smells.,Vứt rác đi trước khi nó bốc mùi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344177/Throw-out_zgwbni.png
Công việc nhà,Vacuum,v,/ˈvæk.juːm/,xī chén,Hút bụi,We vacuum the carpet on weekends.,Chúng tôi hút bụi thảm vào cuối tuần.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344180/Vacuum_udwr6s.png
Công việc nhà,Cleaning,n,/ˈkliː.nɪŋ/,qīng jié,Việc dọn dẹp,Cleaning the bathroom takes time.,Dọn phòng tắm tốn khá nhiều thời gian.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344160/Cleaning_awisw4.png
Công việc nhà,Polish,v,/ˈpɒl.ɪʃ/,mó guāng,Đánh bóng,She polishes the mirror until it shines.,Cô ấy đánh bóng gương cho đến khi nó sáng bóng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344172/Polish_ivdhck.png
Công việc nhà,Fold,v,/fəʊld/,dié qǐ,"Gấp gọn, gập lại",Fold the clothes neatly.,Gấp quần áo gọn gàng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344167/Fold_rsnx6i.png
Công việc nhà,Scrub,v,/skrʌb/,shuā xǐ,"Chà, cọ rửa",I scrub the sink with soap.,Tôi chà bồn rửa bằng xà phòng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344173/Scrub_bvd4aw.png
Công việc nhà,Tighten,v,/ˈtaɪ.tən/,jiā jǐn,"Thắt, vặn (chặt)",Tighten the loose screw on the chair.,Siết chặt con ốc lỏng trên ghế.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344178/Tighten_bwqokv.png
Công việc nhà,Make the bed,v. phr,/meɪk ðə bed/,pū chuáng,Dọn giường,He makes the bed every morning.,Anh ấy dọn giường mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344169/Make-the-bed_emqkew.png
Công việc nhà,Set the table,v. phr,/set ðəˈteɪ.bəl/,bǎi zhuō zi,Bày chén bát,"Set the table for dinner, please.",Làm ơn dọn bàn cho bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344174/Set-the-table_or487l.png
Công việc nhà,Clear the table,v. phr,/klɪər ðəˈteɪ.bəl/,shōu zhuō zi,Dọn dẹp chén bát,Clear the table after eating.,Dọn bàn sau khi ăn xong.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344162/Clear-the-table_cifwvp.png
Công việc nhà,Mow the lawn,v. phr,/məʊ ðə lɔːn/,gē cǎo,Cắt cỏ,Dad mows the lawn on Sunday.,Ba cắt cỏ vào Chủ nhật.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344170/Mow-the-lawn_wlvfvm.png
Công việc nhà,Dishwashing,n,/dɪʃˈwɒʃ.ɪŋ/,xǐ wǎn,Việc rửa chén,I do the dishwashing after meals.,Tôi rửa chén sau bữa ăn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344164/Dishwashing_z3gmia.png
Công việc nhà,Water the plants,v. phr,/ˈwɔː.tər ðəˈplɑːnt/,jiāo huā,Tưới cây,She waters the plants in the evening.,Cô ấy tưới cây vào buổi tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344181/Water-the-plants_efikya.png
Công việc nhà,Clean the kitchen,v. phr,/kliːn ðə ˈkɪʧən/,dǎ sǎo chú fáng,Lau dọn bếp,Let’s clean the kitchen together.,Hãy cùng dọn bếp nhé.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344161/Clean-the-kitchen_cg7fuk.png
Cửa hàng,Bakery,n,/ˈbeɪ.kər.i/,miàn bāo diàn,Tiệm bánh,I buy bread at the bakery.,Tôi mua bánh mì ở tiệm bánh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344243/Bakery_mlj0ox.png
Cửa hàng,Bookshop,n,/ˈbʊk.ʃɒp/,shū diàn,Tiệm sách,She reads books in the bookshop.,Cô ấy đọc sách ở hiệu sách.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344245/Bookshop_xs7s5i.png
Cửa hàng,Butcher's,n,/ˈbʊtʃ.ər/,ròu diàn,Cửa hàng thịt,The butcher’s sells fresh meat.,Cửa hàng thịt bán thịt tươi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344247/Butcher_s_oemvep.png
Cửa hàng,Candy store,n. phr,/ˈkæn.di ˌstɔːr/,táng guǒ diàn,Cửa hàng kẹo,Kids love the candy store.,Trẻ con thích cửa hàng kẹo.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344249/Candy-store_h2ive7.png
Cửa hàng,Convenience store,n. phr,/kənˈviː.ni.əns ˌstɔːr/,biàn lì diàn,Cửa hàng tiện lợi,I stop by the convenience store for snacks.,Tôi ghé cửa hàng tiện lợi mua đồ ăn vặt.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344250/Convenience-store_k4kgxc.png
Cửa hàng,Greengrocer,n,/ˈɡriːŋ.ɡrəʊ.sər/,cài shāng,Cửa hàng bán rau quả,We get vegetables from the greengrocer.,Chúng tôi mua rau ở cửa hàng rau củ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344259/Greengrocer_y6lqop.png
Cửa hàng,Flower shop,n. phr,/flaʊər ʃɒp/,huā diàn,Cửa hàng hoa,He buys roses from the flower shop.,Anh ấy mua hoa hồng ở tiệm hoa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344254/Flower-shop_o7bfi1.png
Cửa hàng,Store,n,/ˌstɔːr/,shāng diàn,Cửa hàng,The store opens at 9 a.m.,Cửa hàng mở lúc 9 giờ sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344267/Store_wketdk.png
Cửa hàng,Gift shop,n. phr,/ˈɡɪft ˌʃɒp/,lǐ pǐn diàn,Cửa hàng đồ lưu niệm,I found a cute mug at the gift shop.,Tôi tìm được một cái ly dễ thương ở cửa hàng quà tặng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344257/Gift-shop_f4kvi4.png
Cửa hàng,Shop,n,/ˌʃɒp/,diàn,Cửa hàng,My mom loves shopping at that shop.,Mẹ tôi thích mua sắm ở cửa hàng đó.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344264/Shop_j3wea1.png
Cửa hàng,Food stall,n. phr,/fuːd stɔːl/,shí pǐn tān,Quán ăn,The food stall sells hot noodles.,Quầy hàng bán mì nóng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344256/Food-stall_mneulh.png
Cửa hàng,Fast food restaurant,n. phr,/ˌfɑːst ˈfuːd ˌres.trɒnt/,kuài cān diàn,Cửa hàng thức ăn nhanh,We eat burgers at a fast food restaurant.,Chúng tôi ăn bánh mì kẹp ở nhà hàng thức ăn nhanh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344253/Fast-food-restaurant_f4fk88.png
Cửa hàng,Dry-cleaner's,n,/ˌdraɪˈkliː.nəz/,gān xǐ diàn,Tiệm giặt ủi,He takes his suit to the dry-cleaner’s.,Anh ấy mang bộ vest đến tiệm giặt khô.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344252/Dry-cleaner_s_tjbfvc.png
Cửa hàng,Shoe store,n. phr,/ʃuːˌstɔːr/,xié diàn,Tiệm giày,I bought new shoes at the shoe store.,Tôi mua đôi giày mới ở cửa hàng giày.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344262/Shoe-store_i3ccjh.png
Cửa hàng,Barbershop,n,/ˈbɑː.bə.ʃɒp/,lǐ fà diàn,Tiệm cắt tóc nam,Dad gets a haircut at the barbershop.,Ba tôi cắt tóc ở tiệm hớt tóc.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344244/Barbershop_i1bpak.png
Cửa hàng,Newspaper kiosk,n. phr,/ˈnjuːzˌpeɪ.pər ˈkiː.ɒsk/,bào tíng,Sạp báo,The newspaper kiosk sells magazines.,Quầy báo bán tạp chí.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344260/Newspaper-kiosk_andevb.png
Cửa hàng,Bookstall,n,/ˈbʊk.stɔːl/,shū tān,Quầy bán sách,She bought a novel at the bookstall.,Cô ấy mua tiểu thuyết ở quầy sách.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344246/Bookstall_rcix6x.png
Cửa hàng,Sports center,n. phr,/ˈspɔːrts ˌsen.t̬ɚ/,yùn dòng zhōng xīn,Trung tâm thể thao,We play badminton at the sports center.,Chúng tôi chơi cầu lông ở trung tâm thể thao.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344265/Sports-center_kol6mi.png
Giải trí,Drama,n,/ˈdrɑː.mə/,xì jù,Vở kịch,The children play in the park.,Trẻ em chơi trong công viên.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344329/Drama_zxtjvp.png
Giải trí,Circus,n,/ˈsɜː.kəs/,mǎ xì tuán,Rạp xiếc,We go to the circus this weekend.,Chúng tôi đi xem xiếc cuối tuần này.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344324/Circus_afapme.png
Giải trí,Stadium,n,/ˈsteɪ.di.əm/,tǐ yù chǎng,Sân vận động,The stadium is full of fans.,Sân vận động chật kín người hâm mộ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344341/Stadium_mbdwsw.png
Giải trí,Orchestra,n,/ˈɔː.kɪ.strə/,guǎn xué yuè tuán,"Ban nhạc, dàn nhạc",The orchestra plays beautiful music.,Dàn nhạc trình diễn những bản nhạc tuyệt đẹp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344334/Orchestra_hnu0nw.png
Giải trí,Scene,n,/siːn/,chǎng jǐng,Phân cảnh,That scene was very emotional.,Cảnh đó thật xúc động.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344339/Scene_dirkzz.png
Giải trí,Opera,n,/ˈɒp.ər.ə/,gē jù,"Nhạc kịch, ô-pê-ra",She enjoys listening to opera.,Cô ấy thích nghe nhạc opera.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344332/Opera_hwssh7.png
Giải trí,Theater,n,/ˈθɪə.tər/,jù yuàn,Nhà hát,We watch a play at the theater.,Chúng tôi xem kịch ở nhà hát.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344342/Theater_zxfpyz.png
Giải trí,Applaud,v,/əˈplɔːd/,gǔ zhǎng,Vỗ tay (tán thưởng),The audience began to applaud loudly.,Khán giả bắt đầu vỗ tay lớn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344319/Applaud_w9ykfz.png
Giải trí,Perform,v,/pəˈfɔːm/,biǎo yǎn,"Trình diễn, biểu diễn",They perform on stage every night.,Họ biểu diễn trên sân khấu mỗi tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344336/Perform_uu4hic.png
Giải trí,Exhibit,n,/ɪɡˈzɪb.ɪt/,zhǎn chū,Vật triển lãm,The museum will exhibit new paintings.,Bảo tàng sẽ trưng bày các bức tranh mới.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344331/Exhibit_vkj4ei.png
Giải trí,Art gallery,n. phr,/ˈɑːt ˌɡæl.ər.i/,měi shù guǎn,Phòng triển lãm,We visit an art gallery on Sunday.,Chúng tôi ghé phòng trưng bày nghệ thuật vào Chủ nhật.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344320/Art-gallery_cgs2ez.png
Giải trí,Comedy,n,/ˈkɒm.ə.di/,xǐ jù,Hài kịch,I love watching comedy shows.,Tôi thích xem các chương trình hài.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344326/Comedy_fcngb4.png
Giải trí,Chamber music,n. phr,/ˈtʃeɪm.bə ˌmjuː.zɪk/,shì nèi yuè,Nhạc thính phòng,Chamber music sounds very elegant.,Nhạc thính phòng nghe thật tao nhã.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344323/Chamber-music_hpxnjs.png
Giải trí,Casino,n,/kəˈsiː.nəʊ/,dǔ chǎng,Sòng bạc,He lost some money at the casino.,Anh ấy thua ít tiền ở sòng bạc.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344322/Casino_knchph.png
Giải trí,Pub,n,/pʌb/,jiǔ guǎn,Quán rượu,We meet friends at the pub.,Chúng tôi gặp bạn ở quán rượu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344337/Pub_gobsmh.png
Giải trí,Concert hall,n. phr,/ˈkɒn.sət ˌhɔːl/,yīn yuè tīng,Phòng hoà nhạc,The concert hall is crowded tonight.,Phòng hòa nhạc đông người tối nay.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344328/Concert-hall_eficd4.png
Du lịch,Travel,v,/ˈtræv.əl/,lǚ xíng,Du lịch,I love to travel around the world.,Tôi thích đi du lịch khắp thế giới.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344405/Travel_vsbwqg.png
Du lịch,Travel agent,n. phr,/ˈtræv.əl ˌeɪ.dʒənt/,lǚ xíng shè,Đại lý du lịch,The travel agent booked our tickets.,Đại lý du lịch đã đặt vé cho chúng tôi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344407/Travel-agent_kahkbj.png
Du lịch,Vacation,n,/veɪˈkeɪ.ʃən/,jià qī,Kỳ nghỉ,We go on vacation every summer.,Chúng tôi đi nghỉ hè mỗi năm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759344413/Vacation_tuivnr.png
